tracking_id,trna.rep.1.tp.1_0,trna.rep.1.tp.2_0,trna.rep.1.tp.3_0,trna.rep.1.tp.4_0,rbf.rep.1.tp.4_0,rbf.rep.1.tp.1_0,rbf.rep.1.tp.2_0,rbf.rep.1.tp.3_0,trna.rep.3.tp.2_0,trna.rep.3.tp.3_0,trna.rep.3.tp.1_0,trna.rep.3.tp.4_0,rbf.rep.2.tp.4_0,rbf.rep.2.tp.1_0,rbf.rep.2.tp.3_0,rbf.rep.2.tp.2_0,trna.rep.2.tp.1_0,trna.rep.2.tp.3_0,trna.rep.2.tp.2_0,trna.rep.2.tp.4_0,rbf.rep.3.tp.2_0,rbf.rep.3.tp.3_0,rbf.rep.3.tp.1_0,rbf.rep.3.tp.4_0
VNG_0001H,607.53,1239.68,1708.7,1532.85,99.7707,90.4957,71.4742,84.4797,1103.5,2252.12,589.258,1137.44,101.37,85.386,70.9297,61.9065,699.166,1872.29,1177.15,1374.04,80.9314,91.4989,108.673,79.9416
VNG_0002G,477.157,1163.36,1015.82,1408.18,49.7489,0,11.8798,52.1539,974.79,1913.06,485.647,1000.52,127.769,53.407,15.3261,12.1604,502.541,2133.16,877.206,1304.32,64.4265,52.7214,26.836,0
VNG_0003C,299.213,843.371,887.218,1226.63,8.485,55.5837,6.07852,13.3428,729.969,1493.05,347.258,898.823,0,9.937,31.3675,62.2208,330.132,1619.58,676.295,1120.68,28.2558,13.488,41.1935,66.2867
VNG_0005H,155.773,177.737,77.0496,83.2308,65.4647,324.018,270.966,165.855,175.371,116.751,144.873,74.1937,56.0441,216.16,161.341,218.692,154.621,126.89,146.819,91.6288,260.393,196.566,251.61,47.3542
VNG_0006G,452.396,467.272,426.311,471.818,24.0301,125.934,120.504,37.7878,476.953,658.926,481.592,422.638,42.3197,133.676,53.3011,144.495,463.043,674.071,450.582,505.684,98.6943,61.1183,110.83,50.061
VNG_0008G,272.409,282.196,259.487,280.336,15.6292,0,33.5895,12.2886,268.584,370.729,272.762,234.924,8.60149,11.4398,14.4446,5.73048,317.681,384.563,312.538,294.997,17.3489,0,22.131,20.3498
VNG_0009G,176.804,170.177,152.698,95.7742,0,10.0551,5.49801,12.0685,179.607,202.39,177.036,93.0734,33.7899,11.235,7.09297,11.2557,232.815,178.437,199.422,98.2051,4.25955,6.09993,6.20991,0
VNG_0011C,434.032,295.355,158.443,84.125,56.3018,90.1568,67.223,19.6746,356.064,116.426,354.984,87.4981,34.4284,73.2628,98.2874,77.9854,412.407,113.622,269.289,81.3811,93.745,94.471,43.0254,97.7428
VNG_0013C,4253.23,7403.35,11434.8,17326.7,16.4806,86.3691,29.5161,77.7479,7080.81,20348.8,4993.87,14665.1,9.07005,48.2521,7.61573,48.3411,4847.24,16687.4,7012.09,16527.9,59.4553,13.099,60.0083,21.4583
VNG_0014C,82.8949,126.603,162.924,207.731,214.885,0,0,337.91,140.177,233.543,135.165,201.616,236.523,314.572,198.598,315.152,76.3341,199.299,108.298,178.5,119.264,512.38,86.9365,559.577
VNG_0015H,261.92,353.975,605.111,425.236,2700.16,0,1208.97,0,287.401,341.081,388.22,622.477,371.506,296.458,623.875,742.514,307.614,328.725,406.898,376.684,749.313,268.265,682.755,0
VNG_0016H,342.354,461.474,618.277,1186.12,0,0,64.4368,0,626.985,611.488,482.215,1444.52,99.0044,39.5023,83.1297,98.9379,409.366,561.35,534.837,931.598,124.805,142.982,54.5852,0
VNG_0017H,31.195,26.1212,165.93,22.5675,0,0,0,0,74.624,48.5878,47.1434,70.3205,0,22.5174,0,0,53.2483,14.7451,48.5649,33.959,42.6854,122.256,31.1151,0
VNG_0018H,24.3722,35.5135,227.929,26.4676,0,0,76.2643,0,70.4818,67.6695,63.7267,109.596,0,62.3373,0,0,69.0458,17.6021,55.8278,47.2955,0,169.227,43.0696,0
VNG_0019H,7032.62,3878.23,9197.97,19488.2,54751.6,17079.4,22413.3,32799.2,17866.9,9037.62,11283.1,13106.2,74613.6,25190.4,48192.2,17207,10597.1,5077.09,14114,20942.3,15917.5,26939.3,44302,13578.8
VNG_0020H,11.672,17.3729,134.273,21.2125,89.2454,116.926,140.655,84.2039,38.1003,53.6611,33.9698,77.8209,98.2319,162.002,49.4887,209.421,37.6269,18.3273,40.7719,23.7581,158.504,113.493,158.867,46.4803
VNG_0021H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_0022H,34.9346,32.1256,146.764,51.1276,111.736,146.393,80.0462,175.707,43.568,48.3911,58.0938,69.1879,147.585,58.8858,82.6139,49.162,55.3263,16.6232,42.6947,35.1909,62.0153,142.095,99.452,58.194
VNG_0023H,13.6672,13.7173,92.5136,26.7372,0,23.224,25.3973,0,21.8438,28.9194,23.0153,45.3034,19.511,36.329,0,0,19.2051,16.0452,19.4561,27.0255,78.7057,28.1778,35.8573,46.1599
VNG_0024H,24.8926,26.9605,250.053,60.2323,630.956,578.66,226.004,1289.85,49.1095,84.1568,51.0344,112.294,1111.18,535.723,816.387,370.146,51.0617,29.2891,51.0711,56.3227,525.285,451.343,638.168,492.917
VNG_0025H,296.705,565.618,1519.53,1407.75,0,0,0,0,688.093,1434.99,405.533,1429.42,351.53,31.1687,0,0,432.175,875.706,536.805,1332.16,177.256,0,0,0
VNG_0026C,359.208,558.528,842.408,2399.93,32.0016,475.177,443.225,67.0973,680.546,2354.52,496.077,2031.95,82.1893,615.262,88.7281,305.07,400.45,1393.3,488.303,2437.29,520.999,93.2627,470.406,0
VNG_0027H,17.6759,23.5305,182.808,23.1261,34.5008,158.206,148.295,135.633,35.8684,46.4789,34.053,73.348,37.9749,151.518,63.7717,189.747,31.891,22.3707,36.8405,30.4716,114.891,68.5543,111.665,89.8427
VNG_0028C,19.3617,16.87,133.163,27.9003,65.3384,0,15.6025,102.746,43.1749,55.5473,38.7741,63.2072,95.8902,31.8831,60.3862,0,36.199,35.3427,39.4487,26.6424,12.0879,17.3106,52.8682,0
VNG_0029H,2.95884,11.1256,37.5673,7.39042,0,79.2067,64.9641,0,10.3405,43.3474,12.402,23.4399,33.2715,44.2506,55.8733,0,12.1388,3.68622,12.5907,11.7388,16.7768,72.0762,12.2293,78.7153
VNG_0030H,21.6989,65.2469,324.7,35.0837,78.9984,103.501,141.483,0,82.9968,184.855,47.3113,60.5396,173.906,127.211,109.516,260.684,38.8065,139.457,78.5163,48.5201,131.536,156.972,207.744,205.718
VNG_0031H,48.0448,67.2433,228.166,42.0837,871.39,547.437,383.76,921.004,80.5986,119.601,70.0196,71.1713,648.595,492.478,554.499,712.321,74.2787,93.0993,80.5305,42.2517,642.202,686.915,472.462,902.086
VNG_0032H,82.5792,128.253,436.661,103.775,84.1296,0,30.1346,264.59,183.864,246.612,128.67,168.999,46.3005,86.2105,155.506,61.6925,133.522,133.172,152.273,108.524,46.6931,0,85.0912,109.54
VNG_0033H,30.8952,33.5855,585.662,89.9965,65.0428,511.301,279.574,357.983,72.8909,136.396,63.8488,238.303,250.573,323.736,150.282,238.481,54.1895,44.0896,68.0898,108.198,216.598,180.939,223.673,169.376
VNG_0034H,119.88,24.4979,1163.94,233.929,2366.39,3100.36,3390.49,0,67.5732,281.451,0,395.703,2604.67,6235.51,0,1735.28,180.814,41.4862,91.0936,148.627,0,3761.68,2872.13,0
VNG_0035H,320.115,390.895,171.559,553.805,12.6012,33.0194,90.2733,19.8156,357.973,278.475,386.155,468.989,69.3506,22.1364,81.5229,92.4054,399.158,241.966,386.557,411.194,104.908,40.0625,61.1773,32.8146
VNG_0037H,2278.61,2863.03,4543.18,6305.79,126.398,496.808,90.5498,0,2974.61,5684.17,2612.58,4694.55,0,370.071,116.818,92.6884,2828.71,4603.64,3300.39,4777.78,210.459,200.926,153.412,0
VNG_0038H,828.356,741.461,766.972,1456.39,2826.66,3857.7,2278.1,2592.9,684.82,792.263,655.224,941.154,3629.84,2931.06,3047.82,1986.43,850.659,670.104,922.592,1021.17,2157.15,2527.5,2668.37,2146.91
VNG_0039H,283.903,342.64,1108.41,1050.64,904.38,370.277,202.464,177.769,598.695,1043.46,550.858,1302.16,435.508,463.375,104.479,290.144,443.323,401.471,418.489,735.711,313.715,404.333,388.755,588.769
VNG_0040C,533.489,1012.84,1521.82,1472.65,62.6653,41.0509,0,0,907.157,1660.61,665.294,1333.29,68.9754,0,0,22.9764,678.894,1486.32,1033.16,1249.05,0,0,38.029,0
VNG_0041C,1314.85,2269.1,3323.07,3184.26,71.1622,186.468,0,0,2326.48,4091.31,1875.92,2836.14,0,104.175,65.7685,0,1564.48,3141.84,2278.2,2412.09,39.496,0,28.7902,0
VNG_0042G,1036.69,1602.4,846.655,1063.83,21.4254,149.711,40.9303,56.1531,1516.58,1425.03,1331.6,931.643,15.7219,87.8216,46.2035,52.3712,1166.09,1260.07,1464.56,991.508,31.7105,22.7056,54.8982,0
VNG_0043H,4336.86,7627.26,11618.8,6171.84,401.116,157.658,28.7353,189.228,9799.6,10519.8,6844.86,6312.38,309.054,129.183,259.5,176.484,5203.57,6881.5,8431.05,5218.25,267.15,286.931,162.28,0
VNG_0044H,2331.43,3307.46,3430.78,4989.82,7.30409,47.8478,36.6278,11.4858,3984.06,8575.43,3158.09,3969.13,40.1979,29.939,20.2515,42.849,2422.51,5785.81,3395.44,5591.79,44.5926,17.4162,23.6403,0
VNG_0045C,102.146,78.4952,109.749,77.7521,120.62,74.8573,104.602,89.8469,85.4078,87.9762,83.7843,73.4301,132.766,104.087,76.2742,88.4511,102.376,64.4967,81.5155,68.7214,105.704,171.557,87.3254,66.1271
VNG_0046G,476.334,397.12,311.023,352.209,49.4434,111.05,55.6608,88.8578,419.161,299.641,478.959,308.543,46.6475,62.0405,78.3358,98.412,524.812,275.475,422.131,272.644,62.7241,50.5264,77.1561,18.3935
VNG_0047G,612.508,450.633,281.968,293.654,135.281,110.775,60.5707,106.366,468.587,207.337,462.488,232.752,37.2257,103.97,31.2568,148.803,595.321,208.77,497.527,226.67,103.239,40.3211,102.62,44.0352
VNG_0049H,591.504,405.273,136.362,43.5848,39.9575,52.3509,47.7082,41.8892,421.326,83.6585,514.008,60.8667,29.3207,46.7953,36.929,19.534,812.603,66.3304,391.545,33.1655,96.1003,52.9312,21.5543,0
VNG_0050C,56.0365,46.2499,43.522,7.17188,180.103,455.655,351.476,175.788,58.8794,25.6594,60.6993,25.5402,129.88,267.29,246.808,300.573,78.265,11.2128,42.0754,7.56944,355.029,222.126,253.77,129.38
VNG_0051G,420.515,352.115,370.267,98.9157,38.1456,49.9771,65.5847,23.9939,437.555,239.276,495.733,147.117,58.7814,64.7763,42.3053,61.5392,512.518,168.224,374.272,90.6221,63.5141,48.5099,61.7307,39.7337
VNG_0052H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_0053H,366.009,724.856,2855.56,3115.53,211.594,198.017,86.6188,95.0672,890.617,4584.27,474.51,2246.32,0,159.302,251.43,88.6645,509.117,2493.93,699.685,2699.91,134.215,120.127,97.8345,157.431
VNG_0054H,2.50886,2.34375,29.9804,3.91656,128.511,240.53,65.7597,28.8695,8.08104,10.4342,6.85818,13.0135,40.4148,64.5013,118.771,94.238,5.18963,2.97678,4.72066,4.8879,101.894,87.5508,66.8471,143.423
VNG_0055H,42.0311,53.6303,101.065,36.8081,103.061,270.053,221.493,162.064,75.1206,44.2856,65.3877,76.7004,0,60.3484,285.747,75.5747,65.5601,18.4479,48.8164,50.8391,286,163.828,41.6954,268.377
VNG_0056H,150.722,101.32,148.79,29.059,38.3747,33.5181,13.7455,10.0575,117.559,54.4898,135.919,68.7729,28.1592,29.9611,5.91102,32.8304,162.711,24.7333,102.183,34.1158,14.199,30.5007,28.4631,0
VNG_0057H,74.8732,74.992,71.2231,22.7274,134.483,321.296,141.679,136.838,70.6007,41.523,64.7145,35.7663,60.9513,236.244,263.202,191.433,88.207,28.1502,73.9078,17.6678,219.529,176.052,179.226,82.4008
VNG_0058H,177.763,279.764,326.327,242.972,426.971,464.185,208.256,342.852,267.534,228.513,211.239,214.962,239.982,319.172,327.441,293.114,214.175,206.14,243.754,172.341,292.437,187.732,224.195,260.224
VNG_0059H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_0060G,344.607,260.45,294.642,127.389,48.1436,63.0761,82.7745,90.8479,264.776,171.061,276.399,112.903,84.7863,33.8293,44.4946,28.2431,423.399,145.289,332.799,84.4253,53.4408,45.9182,35.0596,25.0739
VNG_0061C,249.179,222.76,205.378,92.757,13.3563,69.9958,23.9206,0,221.622,107.083,227.584,78.3943,22.0518,68.4333,37.0319,48.9711,291.962,113.566,229.275,70.8455,70.4229,42.463,59.4394,17.3904
VNG_0062G,227.133,216.368,150.728,25.871,18.9035,24.7668,20.3133,29.7261,232.394,56.8925,224.664,57.7415,10.4035,33.2076,34.9415,48.5172,279.733,34.6656,211.094,27.6235,20.9835,45.0744,22.9436,49.2263
VNG_0063G,343.837,311.453,130.934,27.6065,49.0621,295.686,91.3832,0,324.69,57.0934,278.723,40.5976,43.202,129.28,36.2748,21.5865,370.825,62.9848,296.743,25.006,179.719,54.5933,111.155,25.5523
VNG_0064G,52.1827,47.1826,144.789,86.6954,0,19.58,10.7061,70.5021,54.7199,99.1057,62.6897,81.472,16.4495,17.5021,27.6239,32.8769,62.7896,78.4892,50.5068,75.3581,24.8835,23.7564,36.2771,0
VNG_0065G,258.113,195.398,90.3823,44.0914,1110.84,526.71,757.894,1597.09,200.574,54.5974,225.61,50.357,1443.95,579.225,1007.09,705.972,266.298,51.511,198.64,33.2276,857.273,2018.08,971.592,2259.07
VNG_0066H,1327.44,1355.36,1169.17,3817.83,0,0,0,0,1302,2262.2,1356.56,4102.19,174.887,372.155,440.535,116.513,1256.72,1897.22,1272.08,3170.7,0,0,0,0
VNG_0067H,194.51,180.898,355.768,599.548,499.166,261.596,143.038,156.989,183.479,320.598,218.832,622.388,109.886,263.064,184.533,366.04,204.766,243.151,188.021,417.096,277.044,158.697,242.338,259.973
VNG_0068H,220.431,180.184,361.387,428.043,1015.34,1330.26,727.373,0,157.587,131.274,205.755,378.592,0,148.636,0,0,220.569,171.173,157.968,346.612,563.528,403.502,205.389,1322.01
VNG_0069H,3565.35,5487.29,12479.5,15231.3,0,0,0,0,5393.18,11943.8,5227.05,13911.5,286.38,228.528,0,0,3855.82,8172.81,4903.54,12218.5,0,206.795,105.262,0
VNG_0070H,2724.21,3817.03,8002.94,12274.8,0,310.519,113.192,248.465,4200.33,8773.53,3722,12116.8,347.831,300.696,0,0,3198.44,5801.55,4135.36,10260.4,43.8475,188.377,63.9244,411.457
VNG_0072H,118.401,168.512,159.027,195.914,0,86.3081,117.981,103.591,183.306,267.223,161.094,229.309,0,67.5052,0,0,144.034,133.976,221.288,176.791,91.4049,52.3589,79.9545,171.545
VNG_0073C,18.2605,16.1703,257.987,34.4451,0,0,55.0962,0,31.7367,64.3074,29.118,80.3663,0,135.105,0,0,28.4603,22.1176,24.6679,37.7322,0,61.128,93.3454,0
VNG_0075H,220.792,335.379,740.109,328.393,1035.03,1130.04,494.317,542.531,472.341,581.23,396.033,390.222,949.373,606.072,318.859,126.498,335.643,399.49,306.486,312.535,670.196,0,69.7904,1796.86
VNG_0076H,0,0,337.905,75.6738,1387.73,5454.46,0,2182.23,91.0803,91.0468,88.3402,177.786,0,406.301,1282.55,1017.63,77.9889,89.4692,16.3711,80.1322,770.209,1102.99,2245.75,0
VNG_0077H,466.752,430.846,178.304,88.5342,39.7516,0,9.49248,41.6734,392.059,186.834,434.366,91.5389,14.5848,27.1566,12.2462,29.15,491.651,164.164,408.37,88.8919,29.417,21.0634,32.1648,0
VNG_0079H,105.297,172.142,213.669,68.2322,0,3858.13,984.474,0,152.302,223.891,133.962,157.388,0,1436.96,181.438,1583.57,141.438,110.006,146.941,93.5994,1198.55,312.072,1429.65,0
VNG_0080H,289.902,226.552,167.453,64.2875,66.7301,131.141,95.6089,52.4671,233.233,103.744,250.756,58.2565,36.7248,87.918,123.345,24.4667,259.496,115.82,205.636,62.4022,74.0724,79.557,80.9915,434.426
VNG_0081G,81.7692,68.2579,93.6303,62.9781,11.1288,43.7418,47.8351,35.0005,84.3579,60.2917,80.8319,84.7185,61.2472,61.908,41.1413,32.6433,75.6351,66.803,80.868,78.6548,61.7666,61.9174,54.029,28.9803
VNG_0084G,73.2783,61.9277,69.0289,108.305,363.776,746.684,390.906,457.635,69.4192,72.3683,53.8474,97.0117,707.385,401.176,403.445,577.977,72.7329,62.1705,67.178,102.426,464.373,308.41,412.087,410.497
VNG_0085G,141.327,99.3406,96.0468,157.775,76.8722,179.049,61.189,53.7257,98.4647,101.709,110.813,134.174,84.6129,90.0271,126.304,81.4244,137.208,104.438,98.6894,143.35,113.774,122.198,86.3899,155.696
VNG_0086G,34.9293,38.1905,61.6475,118.646,20.366,60.0362,62.0069,48.0387,46.862,82.4483,41.6239,117.203,16.8125,40.2487,37.6447,33.6025,39.098,84.4259,41.8646,164.867,45.2136,40.4678,51.4969,66.2931
VNG_0089G,168.053,97.418,95.5988,274.589,0,37.6291,10.2876,0,156.458,136.778,196.516,300.779,31.613,12.6134,13.272,0,150.902,130.66,121.74,418.267,23.9108,22.8278,11.6197,0
VNG_0090G,60.7836,47.3452,72.8105,122.736,60.3173,69.1474,16.2039,11.8562,65.3794,87.4163,62.8774,133.757,99.5863,19.8672,20.9046,16.5866,61.8284,88.6114,51.6173,176.84,8.36924,59.9262,12.2013,19.6338
VNG_0091C,23.9971,16.4324,24.5256,16.2663,0,0,0,16.9857,24.68,20.9545,24.935,19.6868,11.8893,6.32502,0,0,24.7649,19.2316,20.6874,21.2698,5.99505,8.58526,4.37003,0
VNG_0094C,985.703,827.024,428.756,966.91,66.3319,0,11.8798,26.077,875.742,586.531,1009.04,948.532,36.5056,14.5656,15.3261,0,1052.92,661.628,866.058,852.963,0,13.1804,13.418,0
VNG_0095G,1294.24,997.435,530.104,290.813,86.0144,87.6501,143.779,60.1151,1441.95,545.557,1299.42,290.09,84.1561,100.734,105.993,91.1079,1378.35,606.854,1011.71,298.481,42.4349,68.3654,119.863,124.438
VNG_0096C,685.919,548.331,469.419,698.288,52.0407,40.9092,7.45624,32.734,592.642,503.02,625.005,647.364,45.8248,30.4731,67.3349,38.1617,652.556,647.405,611.112,830.285,28.8834,57.9077,46.3193,162.622
VNG_0097G,1123.26,967.32,855.61,1794.74,165.574,325.394,296.537,325.46,933.359,978.186,1129.01,1655.61,273.37,242.385,191.281,212.478,1131.85,1003.79,1169.33,1258.14,183.792,263.201,385.174,0
VNG_0098G,100.561,123.067,40.6713,23.9317,105.646,246.068,185.003,73.8354,119.558,41.9008,91.9434,26.6857,77.5225,185.587,119.336,266.843,92.3515,39.7495,85.078,28.2257,175.905,102.628,109.228,213.974
VNG_0099G,8231.85,7049.85,1512.84,1323.02,70.0872,61.2172,50.2094,36.7377,7760.54,2128.25,8405.57,1242.48,25.7149,34.2004,64.775,17.1317,8389,2577.98,6088.56,1242.93,12.9665,222.825,37.8071,60.8374
VNG_0101G,18925.6,17793.6,5024.95,8986.03,172.504,0,247.159,271.266,23811.1,7575.58,21094.3,7846.53,379.749,404.048,318.859,379.494,21659.4,7491.64,18944,8220.76,287.227,137.109,488.533,898.428
VNG_0102C,459.711,415.43,319.925,562.322,67.6404,66.4651,72.6848,53.1828,444.404,404.757,499.475,479.665,0,29.7058,31.2568,62.0012,450.772,392.414,381.337,480.549,37.5414,40.3211,27.3654,132.106
VNG_0104G,34.6934,42.5384,128.391,164,0,13.1059,7.16619,0,66.4677,153.57,44.5771,171.775,0,8.78632,0,22.0063,39.2754,157.024,51.2442,235.725,16.6559,15.9015,16.1882,130.246
VNG_0105H,68.2576,62.7152,126.064,259.783,81.145,0,19.377,85.0679,60.8443,160.005,74.2494,262.567,59.5439,55.4348,74.9947,59.504,68.3159,164.435,81.2184,297.502,45.0366,128.99,32.829,0
VNG_0106G,267.237,253.119,221.085,155.721,35.6278,38.8986,38.2848,37.3502,240.938,158.482,234.131,138.115,19.6077,24.3394,38.4153,13.063,279.222,160.802,251.199,140.654,19.7739,47.1958,19.2187,0
VNG_0107G,197.886,255.037,359.11,228.775,25.1454,49.4169,49.5378,39.5415,312.556,242.611,285.244,261.087,89.9515,66.2589,29.0494,55.3176,315.12,157.799,254.861,188.67,17.4451,74.947,66.1253,32.7402
VNG_0108G,128.415,164.15,230.812,106.754,162.432,183.956,260.339,268.414,178.817,153.938,155.657,113.069,103.03,153.956,353.673,173.62,157.6,129.354,167.325,98.2937,267.4,231.947,190.463,179.231
VNG_0110C,152.424,191.223,140.373,115.619,88.1314,192.444,242.021,254.078,197.513,141.797,206.765,98.9855,355.688,270.934,271.505,118.483,181.5,128.103,159.51,92.8887,350.552,163.445,309.014,267.751
VNG_0112H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_0113H,40.2183,36.6138,52.065,44.5646,32.332,42.3602,69.4863,76.2638,38.7613,33.4741,46.5628,41.6482,17.7938,104.128,74.7034,59.2729,42.2487,25.7622,35.155,43.6053,35.8894,25.6979,65.4031,0
VNG_0115G,160.579,160.934,289.261,411.008,79.5032,121.523,113.91,125.02,194.282,316.162,172.569,695.355,116.678,100.867,122.462,77.7334,158.999,254.115,177.222,419.634,110.314,168.507,42.8864,138.022
VNG_0116H,15.661,25.7016,214.138,31.2186,24.718,32.3846,0,0,59.3495,93.4489,58.1787,116.114,13.6035,3.61848,11.4222,9.0629,44.9172,23.6801,52.1177,37.0407,20.5782,19.6462,20.0004,0
VNG_0117H,26.0884,46.4582,314.534,186.177,93.8452,0,0,0,93.484,202.999,88.2944,233.736,0,137.381,86.7323,0,64.0827,114.788,90.6235,176.739,0,74.5894,0,0
VNG_0118H,18.5803,24.9756,189.343,68.9687,0,0,0,0,41.4275,128.735,44.3949,104.489,0,12.3158,0,0,29.3947,53.7261,34.3032,79.8575,23.3466,0,0,0
VNG_0119H,678.44,1062.14,558.23,637.259,0,0,0,0,991.698,1015.09,943.003,442.822,0,0,0,396.441,624.38,1265.45,599.994,648.667,0,0,0,1407.82
VNG_0120H,727.262,462.37,2997.46,1009.17,1180.05,0,1690.74,1855.64,1214.63,1897.17,1251.72,1096.55,7793.23,1727.48,0,0,861.29,857.575,723.191,1085.33,654.943,2813.75,1432.24,3072.93
VNG_0121H,43.2663,45.1083,123.838,177.957,0,69.4153,18.9778,41.6576,58.9988,116.786,47.2144,206.953,0,7.75609,0,0,45.3292,103.645,62.7353,184.372,0,21.0554,0,0
VNG_0123G,165.651,169.63,115.22,98.9907,26.7838,87.7281,47.9688,70.1967,145.226,147.652,196.452,94.3327,29.4808,60.1205,74.2613,75.2893,187.041,160.885,145.346,93.9636,64.4168,39.0283,75.852,69.7471
VNG_0124C,194.297,183.215,100.537,114.953,66.2527,121.523,151.88,104.183,189.622,182.467,212.357,105.753,43.7544,147.421,12.2462,87.45,180.511,215.845,170.023,151.356,117.668,136.912,112.577,207.032
VNG_0125H,264.058,286.909,284.596,312.018,0,108.465,118.615,0,239.065,420.422,244.31,334.341,0,72.7156,76.5123,60.7081,261.761,530.855,267.535,361.124,206.766,98.7004,133.973,0
VNG_0127C,540.664,521.784,329.988,157.914,58.9975,77.2965,169.06,0,490.235,265.337,490.531,154.797,0,17.2734,0,86.5262,575.222,284.077,457.663,121.81,32.7445,0,23.8688,0
VNG_0128C,342.825,201.257,135.392,78.0473,66.5958,122.152,143.125,125.668,211.248,97.8049,247.538,73.1544,117.283,85.7913,147.716,126.971,317.144,101.203,218.929,64.0771,192.201,179.966,107.771,104.052
VNG_0129G,738.569,975.647,739.73,1718.59,57.6397,60.414,140.393,199.407,957.253,992.393,763.27,1469.01,101.51,121.506,63.9251,33.8139,759.825,1177.58,961.033,1394.69,63.9817,54.9753,102.605,60.0392
VNG_0130H,914.973,1353.1,573.812,1640.97,0,442.206,725.382,0,1133.86,1233.14,903.725,1713.73,0,889.375,311.938,495.009,825.923,1861.17,1181.77,1779.51,187.328,268.265,682.755,0
VNG_0132C,133.995,83.522,53.7721,59.3193,335.245,268.416,400.274,292.876,109.451,74.1018,141.478,64.4138,82.0005,294.46,206.557,396.07,141.5,84.3109,85.1028,85.2048,351.457,148.032,316.472,242.501
VNG_0133G,376.011,284.594,124.151,119.6,12.6035,0,13.5434,19.8192,287.253,153.343,284.379,111.899,13.8726,29.5206,11.6482,18.4844,344.981,187.82,270.526,135.67,6.99512,25.0436,12.7476,16.4102
VNG_0134G,1048.6,864.729,415.508,493.144,0,40.0744,131.474,0,886.771,631.568,939.107,424.337,33.6673,35.8216,28.269,112.149,1012.01,695.509,873.404,462.925,33.9528,97.2447,61.8739,0
VNG_0136G,488.977,371.325,157.604,228.239,189.035,297.201,223.447,163.494,322.902,221.518,394.798,184.57,239.281,354.215,218.385,263.379,444.041,256.678,348.404,213.682,236.064,202.835,309.738,172.292
VNG_0137G,110.228,74.5201,53.5599,82.293,93.2519,157.083,124.065,73.32,82.9657,73.8014,103.039,106.014,43.9894,138.462,73.8719,92.8041,103.353,70.0094,79.7524,110.213,162.662,90.0002,142.824,104.072
VNG_0138H,17.0492,16.9227,76.4004,28.5165,365.912,0,174.756,0,31.5764,29.7349,22.1931,40.1975,134.253,107.132,0,0,23.5111,6.74301,22.209,21.1376,203.087,193.888,0,0
VNG_0139H,36.5123,32.6973,66.6977,22.1461,23.7947,124.7,102.277,112.253,36.4429,40.186,36.0246,37.8707,78.5722,69.6665,131.947,34.8975,53.3175,21.891,39.3493,21.6248,79.2385,132.387,115.52,123.927
VNG_0140H,58.2635,45.9247,230.007,48.7257,0,0,0,0,77.4125,85.9822,60.6736,100.738,0,180.328,379.487,301.101,47.7056,34.5651,42.1647,28.378,0,0,83.0604,1069.26
VNG_0141H,101.49,124.858,169.973,168.037,103.061,0,0,0,99.3903,207.95,65.3877,171.448,0,90.5226,0,75.5747,86.5889,168.87,86.2076,124.556,57.2001,0,83.3909,0
VNG_0142C,479.587,679.606,1373.55,1174.18,302.136,0,54.1113,0,1096.77,1045.45,724.166,1507.65,166.28,110.575,139.618,55.3893,574.218,719.237,833.348,822.784,62.8836,30.0177,91.6768,295.044
VNG_0143H,18.7949,31.8861,117.065,31.555,108.533,189.595,207.338,341.341,61.1666,60.6113,36.1904,49.1628,318.565,264.804,267.486,397.939,20.5392,52.525,35.5697,32.0951,180.713,345.055,248.821,376.839
VNG_0144H,575.542,604.8,530.95,272.973,1008.16,639.126,2190,2505.88,577.741,808.205,551.421,248.816,1252.86,447.518,4658.75,1502.43,561.111,660.022,534.392,289.055,2996.27,5221.38,565.762,2879.4
VNG_0146H,1437.21,983.414,945.823,960.894,0,576.975,841.291,0,1210.2,1250.13,1172.72,758.261,323.152,300.851,135.668,430.58,1300.65,1161.89,883.229,1029.68,733.257,116.674,356.334,0
VNG_0147C,585.071,451.459,300.033,138.48,86.611,113.475,330.916,0,511.484,203.754,587.429,211.99,127.11,287.392,160.093,211.707,621.77,194.749,517.783,147.105,256.375,206.519,303.683,300.722
VNG_0148H,0,35.4442,194.309,33.8454,0,0,0,0,48.8832,122.163,0,95.4186,1975.64,525.515,0,0,0,0,21.9661,80.6387,996.198,0,0,0
VNG_0149G,35.366,22.3695,34.1727,17.6309,78.1438,48.753,66.6441,64.3669,21.8325,19.9888,43.8027,30.3493,28.6708,81.7109,75.66,92.7765,37.2578,19.3418,23.8755,22.3048,76.4154,79.8554,93.339,29.0703
VNG_0150H,39.2948,37.7347,20.281,17.7046,16.3718,107.249,58.6426,51.4899,30.9732,21.0012,39.0072,22.8478,18.0204,62.3137,15.1309,12.0055,40.0903,33.1671,33.0149,34.2607,45.433,39.0376,72.8594,0
